danceability,speechiness,acousticness
0.58,0.0473,0.188
0.624,0.0315,0.0419
0.595,0.0396,0.155
0.762,0.0431,0.0717
0.845,0.0673,0.498
0.712,0.0634,0.0136
0.779,0.04,0.158
0.621,0.0308,0.832
0.778,0.035,0.0931
0.691,0.0381,0.0332
0.671,0.106,0.359
0.73,0.0317,0.115
0.646,0.037,0.152
0.808,0.0267,0.432
0.887,0.136,0.35
0.697,0.0577,0.0527
0.797,0.0407,0.206
0.724,0.0341,0.332
0.699,0.0319,0.613
0.77,0.0406,0.142
0.466,0.0276,0.421
0.739,0.0568,0.283
0.579,0.0411,0.000715
0.417,0.119,0.000278
0.442,0.0602,0.00293
0.732,0.0286,0.0841
0.674,0.0676,0.00178
0.625,0.0495,0.346
0.206,0.079,9.91e-06
0.391,0.0692,0.0126
0.465,0.0408,1.83e-05
0.426,0.0987,0.000455
0.451,0.107,0.0264
0.568,0.0505,0.000189
0.517,0.0735,0.00272
0.395,0.132,0.0135
0.37,0.0545,0.00815
0.425,0.046,0.0175
0.412,0.184,0.0124
0.324,0.102,0.032
0.492,0.0388,0.000551
0.396,0.227,0.000285
0.519,0.0809,0.0675
0.494,0.0637,0.00129
0.527,0.0447,0.00107
0.693,0.0726,0.0932
0.246,0.0387,0.000631
0.599,0.188,0.0129
0.547,0.0615,0.000998
0.487,0.0401,0.374
0.436,0.0647,3.33e-05
0.328,0.0455,4.31e-05
0.264,0.0517,0.0452
0.537,0.0345,0.000429
0.404,0.107,0.000193
0.545,0.0558,0.000318
0.429,0.0573,0.000131
0.599,0.0338,2.07e-05
0.383,0.0617,0.000287
0.656,0.0589,0.0201
0.451,0.0514,0.00428
0.344,0.116,8.48e-05
0.274,0.0814,1.37e-05
0.439,0.138,0.00677
0.752,0.0928,0.052
0.658,0.0558,0.229
0.347,0.127,0.000708
0.58,0.0333,0.00531
0.443,0.0943,7e-05
0.457,0.253,0.000449
0.658,0.0703,0.00113
0.539,0.0652,0.00451
0.358,0.125,2.18e-05
0.362,0.239,0.00895
0.537,0.0428,0.00188
0.686,0.0587,0.00752
0.624,0.0769,0.00133
0.416,0.109,0.000367
0.565,0.113,0.000384
0.484,0.0829,0.00623
0.489,0.0503,3.75e-05
0.518,0.0529,0.00919
0.691,0.0915,0.0956
0.284,0.05,0.00335
0.468,0.0835,0.0741
0.552,0.157,0.117
0.775,0.0629,0.00906
0.628,0.0946,0.701
0.561,0.0337,0.199
0.633,0.0839,0.0267
0.43,0.0684,0.119
0.479,0.109,0.025
0.85,0.0776,0.152
0.646,0.0976,0.0319
0.75,0.0319,0.256
0.818,0.0426,0.093
0.613,0.0404,0.0255
0.72,0.0551,0.009
0.788,0.0505,0.198
0.699,0.219,0.0288
0.657,0.0523,0.0526
0.667,0.0346,0.00285
0.611,0.03,0.00257
0.65,0.0303,0.082
0.943,0.0568,0.0026
0.878,0.0658,0.0507
0.744,0.059,0.0036
0.66,0.116,0.11
0.622,0.0323,0.000982
0.624,0.0534,0.00325
0.694,0.0293,0.0796
0.649,0.0779,0.0215
0.708,0.161,0.0447
0.775,0.0486,0.17
0.711,0.0955,0.0447
0.495,0.0447,0.0745
0.788,0.0856,0.281
0.85,0.0449,0.189
0.588,0.0402,0.00813
0.636,0.0945,0.00162
0.824,0.0937,0.69
0.697,0.0646,0.0139
0.775,0.0369,0.0399
0.78,0.0298,0.0114
0.433,0.0358,0.102
0.726,0.135,0.731
0.537,0.0285,0.827
0.427,0.0499,0.116
0.525,0.0281,0.00151
0.586,0.113,0.0153
0.734,0.141,0.0462
0.798,0.106,0.539
0.556,0.0265,0.17
0.266,0.0549,0.216
0.475,0.0256,0.825
0.738,0.0915,0.307
0.681,0.0326,0.0465
0.623,0.03,0.57
0.494,0.0342,0.682
0.661,0.0645,0.204
0.427,0.0355,0.697
0.515,0.0368,0.496
0.638,0.049,0.141
0.484,0.0379,0.431
0.429,0.0277,0.156
0.328,0.0628,0.0665
0.545,0.0751,0.243
0.44,0.03,0.299
0.505,0.0321,0.19
0.676,0.0304,0.555
0.685,0.0304,0.794
0.536,0.0288,0.82
0.539,0.0311,0.046
0.418,0.0414,0.588
0.599,0.0314,0.643
0.546,0.0286,0.35
0.751,0.0534,0.808
0.599,0.0232,0.163
0.435,0.162,0.428
0.761,0.0944,0.44
0.581,0.04,0.0895
0.609,0.438,0.835
0.425,0.0395,0.133
0.496,0.0294,0.00552
0.491,0.0506,0.0281
0.572,0.0517,0.12
0.64,0.0706,0.119
0.661,0.0431,0.454
0.489,0.0495,0.00251
0.748,0.0366,0.177
0.579,0.0334,0.00801
0.791,0.21,0.139
0.781,0.144,0.0186
0.696,0.152,0.354
0.604,0.149,0.028
0.605,0.0817,0.203
0.813,0.536,0.0586
0.821,0.125,0.268
0.738,0.28,0.357
0.934,0.173,0.142
0.735,0.0959,0.575
0.727,0.0655,0.221
0.715,0.0795,0.371
0.762,0.088,0.39
0.755,0.233,0.0673
0.71,0.0723,0.0467
0.579,0.278,0.263
0.777,0.167,0.615
0.801,0.21,0.463
0.742,0.243,0.242
0.941,0.167,0.227
0.799,0.172,0.207
0.768,0.182,0.37
0.534,0.315,0.231
0.717,0.0483,0.141
0.897,0.0713,0.169
0.79,0.227,0.0027
0.658,0.117,0.219
0.697,0.291,0.0937
0.509,0.058,0.363
0.726,0.16,0.272
0.857,0.178,0.178
0.718,0.16,0.441
0.735,0.0815,0.688
0.828,0.351,0.126
0.522,0.706,0.0294
0.745,0.158,0.249
0.812,0.0942,0.162
0.704,0.402,0.319
0.719,0.287,0.00269
0.638,0.102,0.478
0.753,0.0833,0.525
0.791,0.21,0.139
0.582,0.176,0.633
0.97,0.443,0.0284
0.658,0.263,0.0226
0.496,0.364,0.294
0.59,0.259,0.0489
0.65,0.0784,0.249
0.528,0.406,0.57
0.644,0.381,0.533
0.717,0.366,0.198
0.753,0.278,0.147
0.752,0.325,0.16
0.585,0.24,0.0192
0.821,0.0419,0.0935
0.753,0.321,0.0335
0.9,0.254,0.169
0.831,0.127,0.41
0.804,0.333,0.228
0.796,0.298,0.237
0.963,0.446,0.343
0.769,0.391,0.274
0.693,0.133,0.734
0.75,0.135,0.35
0.661,0.178,0.597
0.852,0.296,0.213
0.957,0.282,0.494
0.968,0.127,0.128
0.501,0.0572,0.897
0.729,0.0375,0.484
0.527,0.0339,0.451
0.792,0.349,0.054
0.923,0.304,0.204
0.73,0.315,0.466
0.67,0.0679,0.0145
0.748,0.156,0.121
0.638,0.0576,0.623
0.663,0.193,0.15
0.483,0.415,0.343
0.641,0.155,0.561
0.868,0.122,0.132
0.77,0.252,0.0795
0.765,0.135,0.25
0.63,0.0832,0.096
0.766,0.162,0.478
0.647,0.149,0.738
0.629,0.462,0.274
0.883,0.427,0.111
0.778,0.307,0.107
0.845,0.638,0.208
0.769,0.271,0.364
0.85,0.426,0.203
0.814,0.179,0.392
0.793,0.238,0.144
0.746,0.216,0.244
0.746,0.321,0.408
0.737,0.309,0.334
0.725,0.366,0.204
0.759,0.226,0.203
0.435,0.0567,0.632
0.784,0.279,0.0323
0.861,0.273,0.13
0.735,0.241,0.178
0.866,0.391,0.129
0.777,0.102,0.544
0.576,0.452,0.229
0.774,0.257,0.278
0.79,0.0684,0.0901
0.827,0.285,0.145
0.75,0.181,0.793
0.587,0.319,0.339
0.799,0.174,0.074
0.588,0.3,0.669
0.762,0.0401,0.389
0.705,0.266,0.364
0.518,0.415,0.457
0.759,0.0982,0.221
0.657,0.339,0.19
0.606,0.119,0.144
0.874,0.314,0.127
0.767,0.412,0.125
0.744,0.188,0.567
0.63,0.352,0.0429
0.703,0.0355,0.345
0.742,0.236,0.0285
0.591,0.341,0.302
0.651,0.332,0.0143
0.565,0.514,0.629
0.831,0.176,0.372
0.832,0.303,0.0796
0.407,0.277,0.0254
0.74,0.394,0.15
0.764,0.191,0.373
0.745,0.196,0.244
0.548,0.394,0.201
0.695,0.0977,0.108
0.779,0.367,0.104
0.872,0.148,0.114
0.807,0.171,0.208
0.694,0.308,0.207
0.496,0.385,0.626
0.574,0.256,0.0845
0.877,0.111,0.00277
0.73,0.236,0.318
0.755,0.316,0.182
0.612,0.033,0.318
0.772,0.393,0.398
0.695,0.157,0.115
0.734,0.147,0.274
0.658,0.0604,0.141
0.466,0.464,0.653
0.815,0.117,0.231
0.67,0.392,0.172
0.549,0.188,0.161
0.684,0.474,0.706
0.632,0.541,0.531
0.907,0.239,0.427
0.897,0.0761,0.0967
0.657,0.371,0.0401
0.791,0.11,0.0527
0.759,0.247,0.133
0.839,0.0906,0.0978
0.624,0.501,0.282
0.79,0.0609,0.53
0.837,0.119,0.378
0.949,0.173,0.249
0.747,0.33,0.0947
0.648,0.066,0.264
0.511,0.424,0.0222
0.76,0.0703,0.323
0.607,0.276,0.731
0.876,0.42,0.124
0.821,0.153,0.00275
0.68,0.553,0.18
0.655,0.413,0.337
0.804,0.119,0.0818
0.77,0.102,0.046
0.886,0.219,0.361
0.797,0.0495,0.123
0.595,0.449,0.351
0.782,0.349,0.0151
0.778,0.333,0.632
0.632,0.298,0.0147
0.701,0.269,0.242
0.716,0.16,0.521
0.532,0.128,0.623
0.791,0.375,0.595
0.694,0.128,0.451
0.7,0.3,0.35
0.628,0.474,0.326
0.861,0.22,0.58
0.536,0.332,0.263
0.85,0.401,0.301
0.758,0.283,0.315
0.715,0.109,0.628
0.852,0.164,0.249
0.605,0.387,0.835
0.765,0.285,0.0799
0.8,0.224,0.426
0.664,0.462,0.489
0.612,0.368,0.919
0.862,0.233,0.138
0.771,0.347,0.46
0.362,0.175,0.358
0.653,0.249,0.319
0.673,0.249,0.154
0.631,0.631,0.329
0.779,0.116,0.331
0.533,0.258,0.673
0.617,0.322,0.142
0.741,0.191,0.333
0.618,0.34,0.196
0.693,0.373,0.629
0.677,0.085,0.855
0.928,0.0922,0.622
0.563,0.131,0.00598
0.707,0.49,0.127
0.697,0.326,0.538
0.767,0.368,0.267
0.545,0.371,0.155
0.516,0.127,0.0678
0.634,0.143,0.133
0.384,0.134,0.915
0.917,0.185,0.45
0.72,0.0977,0.268
0.539,0.347,0.685
0.797,0.0357,0.752
0.694,0.0814,0.525
0.507,0.135,0.325
0.494,0.115,0.406
0.7,0.0604,0.245
0.563,0.0466,0.000317
0.512,0.0854,0.518
0.668,0.0341,0.118
0.722,0.0329,0.248
0.79,0.105,0.43
0.767,0.132,0.516
0.73,0.295,0.681
0.848,0.319,0.3
0.611,0.0401,0.523
0.761,0.0752,0.685
0.457,0.0886,0.823
0.735,0.116,0.47
0.678,0.327,0.239
0.814,0.122,0.294
0.679,0.0776,0.782
0.662,0.0852,0.147
0.87,0.0639,0.141
0.803,0.0995,0.42
0.673,0.285,0.58
0.614,0.195,0.163
0.832,0.0562,0.382
0.684,0.0841,0.429
0.65,0.0428,0.571
0.641,0.259,0.0173
0.568,0.305,0.264
0.747,0.27,0.109
0.496,0.17,0.321
0.749,0.344,0.499
0.543,0.0534,0.416
0.593,0.211,0.928
0.752,0.0871,0.087
0.769,0.156,0.0482
0.699,0.0462,0.00132
0.612,0.129,0.28
0.602,0.0929,0.0364
0.664,0.551,0.153
0.789,0.23,0.195
0.877,0.12,0.0415
0.74,0.385,0.646
0.771,0.409,0.0416
0.814,0.154,0.105
0.854,0.678,0.307
0.666,0.188,0.22
0.875,0.0577,0.183
0.818,0.217,0.373
0.783,0.169,0.549
0.86,0.581,0.364
0.674,0.329,0.222
0.848,0.389,0.363
0.663,0.257,0.727
0.744,0.1,0.178
0.783,0.26,0.408
0.837,0.199,0.253
0.734,0.0543,0.0429
0.764,0.162,0.558
0.671,0.288,0.0199
0.692,0.0915,0.00562
0.748,0.196,0.0602
0.723,0.0762,0.157
0.856,0.117,0.623
0.883,0.0968,0.276
0.689,0.0892,0.00573
0.665,0.058,0.159
0.858,0.388,0.437
0.638,0.334,0.346
0.645,0.334,0.258
0.811,0.11,0.158
0.711,0.292,0.769
0.735,0.084,0.172
0.766,0.395,0.109
0.73,0.216,0.514
0.737,0.127,0.761
0.493,0.0532,0.355
0.722,0.219,0.023
0.54,0.345,0.0463
0.912,0.327,0.144
0.704,0.175,0.269
0.804,0.0965,0.47
0.748,0.207,0.882
0.713,0.196,0.348
0.778,0.0974,0.385
0.771,0.264,0.499
0.631,0.105,0.676
0.719,0.0679,0.164
0.675,0.251,0.103
0.506,0.215,0.8
0.706,0.0864,0.417
0.72,0.102,0.312
0.72,0.075,0.392
0.833,0.112,0.223
0.746,0.0308,0.308
0.692,0.0638,0.222
0.651,0.162,0.087
0.835,0.133,0.601
0.724,0.0488,0.348
0.608,0.0572,0.734
0.775,0.135,0.35
0.8,0.146,0.0284
0.585,0.0494,0.037
0.498,0.073,0.599
0.471,0.0882,0.401
0.736,0.151,0.0226
0.842,0.121,0.0649
0.872,0.237,0.459
0.548,0.0849,0.618
0.427,0.379,0.727
0.72,0.0603,0.358
0.755,0.191,0.217
0.695,0.0685,0.228
0.675,0.167,0.4
0.754,0.141,0.205
0.917,0.334,0.603
0.722,0.0594,0.141
0.689,0.119,0.0435
0.724,0.074,0.267
0.675,0.275,0.356
0.852,0.321,0.209
0.71,0.104,0.419
0.725,0.0692,0.36
0.677,0.0298,0.485
0.737,0.0548,0.495
0.689,0.0321,0.556
0.789,0.0824,0.716
0.804,0.254,0.0828
0.684,0.175,0.538
0.663,0.206,0.0136
0.738,0.0347,0.613
0.734,0.211,0.226
0.476,0.35,0.331
0.594,0.128,0.619
0.528,0.255,0.105
0.597,0.148,0.255
0.759,0.125,0.594
0.745,0.152,0.166
0.523,0.433,0.119
0.624,0.0481,0.00529
0.575,0.478,0.173
0.47,0.32,0.0277
0.93,0.331,0.028
0.678,0.227,0.00495
0.836,0.188,0.258
0.673,0.0677,0.00172
0.78,0.0451,0.0185
0.818,0.0926,0.093
0.746,0.348,0.00412
0.831,0.369,0.0195
0.781,0.0969,0.0504
0.554,0.138,0.115
0.862,0.283,0.379
0.928,0.187,0.0175
0.645,0.0528,0.0377
0.663,0.271,0.0464
0.731,0.0815,0.134
0.927,0.0539,0.0186
0.96,0.251,0.0256
0.544,0.21,0.13
0.773,0.0452,0.0585
0.736,0.0807,0.0724
0.877,0.553,0.0981
0.805,0.174,0.225
0.909,0.31,0.0107
0.569,0.06,0.0316
0.65,0.0561,0.00617
0.876,0.233,0.0619
0.818,0.322,0.0755
0.736,0.258,0.027
0.842,0.203,0.269
0.712,0.0543,0.112
0.67,0.0908,0.0382
0.677,0.293,0.0538
0.943,0.237,0.0056
0.646,0.398,0.531
0.94,0.303,0.00226
0.886,0.346,0.00789
0.525,0.0709,0.0332
0.773,0.309,0.194
0.775,0.469,0.151
0.722,0.214,0.0675
0.915,0.0881,0.0137
0.816,0.242,0.709
0.724,0.274,0.314
0.756,0.396,0.438
0.759,0.341,0.343
0.868,0.174,0.269
0.801,0.108,0.00852
0.717,0.0515,0.313
0.882,0.141,0.0474
0.714,0.053,0.474
0.854,0.0534,0.122
0.763,0.112,0.132
0.865,0.243,0.354
0.844,0.137,0.217
0.603,0.111,0.306
0.784,0.108,0.491
0.534,0.116,0.712
0.901,0.274,0.117
0.851,0.0915,0.466
0.731,0.126,0.352
0.86,0.295,0.196
0.536,0.22,0.011
0.729,0.0761,0.256
0.66,0.0753,0.301
0.927,0.162,0.0596
0.694,0.128,0.576
0.786,0.106,0.0978
0.632,0.0591,0.722
0.787,0.0592,0.329
0.806,0.0881,0.232
0.796,0.0545,0.0432
0.844,0.0882,0.0318
0.834,0.341,0.413
0.747,0.0623,0.207
0.791,0.0956,0.384
0.706,0.0355,0.126
0.917,0.277,0.53
0.854,0.223,0.312
0.624,0.311,0.0597
0.557,0.258,0.293
0.841,0.203,0.065
0.682,0.0581,0.315
0.657,0.151,0.399
0.805,0.0394,0.438
0.782,0.383,0.282
0.755,0.193,0.399
0.774,0.169,0.422
0.734,0.102,0.361
0.485,0.1,0.708
0.819,0.137,0.873
0.724,0.0766,0.508
0.844,0.043,0.48
0.707,0.221,0.0853
0.648,0.0799,0.474
0.794,0.0498,0.143
0.762,0.165,0.34
0.751,0.387,0.188
0.554,0.352,0.554
0.765,0.0644,0.244
0.697,0.329,0.0505
0.871,0.307,0.394
0.792,0.114,0.132
0.755,0.281,0.324
0.89,0.0722,0.562
0.373,0.041,0.228
0.73,0.0562,0.193
0.751,0.141,0.49
0.673,0.0771,0.268
0.882,0.327,0.425
0.796,0.073,0.26
0.885,0.165,0.391
0.866,0.363,0.168
0.62,0.203,0.389
0.83,0.425,0.35
0.663,0.136,0.293
0.756,0.0443,0.0597
0.683,0.183,0.117
0.862,0.115,0.611
0.767,0.0635,0.285
0.752,0.251,0.167
0.409,0.401,0.501
0.868,0.0532,0.58
0.801,0.134,0.27
0.665,0.129,0.749
0.715,0.366,0.203
0.763,0.0773,0.148
0.777,0.0572,0.182
0.819,0.248,0.152
0.761,0.231,0.288
0.803,0.0639,0.621
0.722,0.231,0.416
0.786,0.0774,0.232
0.882,0.184,0.0119
0.575,0.067,0.166
0.813,0.118,0.576
0.854,0.106,0.0609
0.816,0.234,0.16
0.789,0.311,0.127
0.916,0.241,0.186
0.576,0.449,0.028
0.833,0.431,0.0102
0.847,0.0903,0.119
0.692,0.257,0.00868
0.664,0.0567,0.00267
0.548,0.351,0.212
0.838,0.14,0.119
0.536,0.386,0.062
0.526,0.259,0.152
0.908,0.102,0.000282
0.896,0.0559,0.104
0.868,0.389,0.527
0.902,0.347,0.26
0.789,0.199,0.123
0.364,0.304,0.0007
0.868,0.161,0.00405
0.734,0.132,0.0344
0.926,0.244,0.0611
0.707,0.154,0.0138
0.624,0.269,0.161
0.674,0.262,0.574
0.65,0.0561,0.00617
0.879,0.0889,0.0152
0.766,0.0867,0.000979
0.72,0.0562,0.0174
0.809,0.285,0.0201
0.9,0.257,0.115
0.8,0.281,0.0724
0.798,0.17,0.027
0.804,0.279,0.0437
0.822,0.31,0.119
0.812,0.263,0.0385
0.746,0.377,0.226
0.83,0.325,0.000984
0.806,0.151,0.225
0.899,0.37,0.137
0.659,0.17,0.238
0.856,0.334,0.338
0.758,0.3,0.0122
0.723,0.298,0.181
0.665,0.0666,0.0233
0.89,0.0428,0.13
0.943,0.304,0.281
0.833,0.152,0.541
0.712,0.257,0.188
0.74,0.296,0.156
0.968,0.153,0.0147
0.754,0.354,0.0777
0.775,0.153,0.0509
0.784,0.0958,0.0904
0.807,0.0421,0.093
0.646,0.241,0.0561
0.759,0.101,0.177
0.706,0.234,0.0182
0.787,0.39,0.289
0.755,0.238,0.0605
0.83,0.428,0.0795
0.845,0.283,0.0146
0.677,0.146,0.014
0.814,0.296,0.115
0.851,0.331,0.0745
0.495,0.179,0.343
0.681,0.28,0.000951
0.868,0.394,0.158
0.783,0.226,0.0659
0.874,0.278,0.0571
0.882,0.284,0.261
0.631,0.309,0.0943
0.609,0.316,0.286
0.676,0.178,0.369
0.667,0.323,0.00758
0.755,0.292,0.107
0.704,0.45,0.232
0.734,0.258,0.0248
0.838,0.23,0.132
0.835,0.265,0.274
0.809,0.132,0.0648
0.736,0.0499,0.00215
0.697,0.343,0.116
0.879,0.282,0.396
0.687,0.0457,0.295
0.751,0.291,0.011
0.709,0.322,0.0202
0.747,0.32,0.0517
0.674,0.333,0.332
0.702,0.787,0.374
0.915,0.347,0.0677
0.809,0.279,0.00567
0.814,0.07,0.0431
0.752,0.318,0.353
0.892,0.23,0.0928
0.84,0.333,0.316
0.569,0.316,0.029
0.578,0.345,0.457
0.889,0.253,0.47
0.763,0.229,0.0146
0.884,0.282,0.0957
0.78,0.238,0.0371
0.849,0.216,0.304
0.734,0.065,0.000813
0.583,0.362,0.193
0.629,0.348,0.0195
0.956,0.12,0.206
0.901,0.28,0.145
0.835,0.0598,0.0219
0.949,0.0572,0.0302
0.535,0.245,0.0393
0.754,0.18,0.0287
0.865,0.073,0.0453
0.832,0.0826,0.0606
0.862,0.251,0.0455
0.725,0.332,0.0281
0.862,0.0645,0.0523
0.614,0.374,0.00776
0.913,0.247,0.0744
0.577,0.277,0.00627
0.82,0.251,0.443
0.684,0.0675,0.0646
0.607,0.499,0.209
0.494,0.398,0.00661
0.794,0.294,0.124
0.73,0.295,0.301
0.872,0.247,0.0293
0.922,0.27,0.0281
0.801,0.355,0.293
0.934,0.251,0.031
0.844,0.217,0.0074
0.612,0.406,0.0137
0.614,0.466,0.0253
0.878,0.232,0.00228
0.793,0.156,0.0319
0.665,0.443,0.484
0.729,0.285,0.151
0.896,0.246,0.192
0.603,0.285,0.0953
0.926,0.221,0.042
0.716,0.122,0.0703
0.699,0.268,0.00514
0.86,0.434,0.399
0.797,0.247,0.533
0.891,0.0551,0.00258
0.843,0.26,0.127
0.479,0.373,0.57
0.802,0.207,0.14
0.715,0.157,0.00826
0.869,0.318,0.0416
0.669,0.29,0.00182
0.936,0.21,0.0795
0.836,0.327,0.0454
0.52,0.427,0.272
0.679,0.0617,0.0856
0.51,0.347,0.0738
0.624,0.396,0.00494
0.879,0.247,0.0474
0.724,0.283,0.0164
0.797,0.141,0.319
0.838,0.384,0.0312
0.669,0.49,0.179
0.884,0.283,0.0778
0.867,0.0693,0.202
0.834,0.15,0.0461
0.782,0.189,0.148
0.831,0.359,0.318
0.749,0.164,0.000501
0.76,0.388,0.0555
0.681,0.138,0.137
0.818,0.204,0.0335
0.725,0.324,0.000633
0.59,0.412,0.125
0.591,0.339,0.00832
0.78,0.342,0.0452
0.734,0.194,0.42
0.825,0.189,0.0736
0.902,0.284,0.19
0.814,0.245,0.097
0.683,0.291,0.219
0.663,0.283,0.0391
0.859,0.303,0.0193
0.671,0.343,0.00592
0.89,0.296,0.174
0.736,0.284,0.477
0.817,0.385,0.0318
0.774,0.228,0.109
0.734,0.303,0.022
0.699,0.356,0.148
0.815,0.247,0.151
0.839,0.0501,0.27
0.818,0.397,0.298
0.813,0.29,0.418
0.681,0.105,0.479
0.758,0.226,0.39
0.673,0.295,0.137
0.607,0.381,0.41
0.889,0.0772,0.272
0.906,0.362,0.384
0.769,0.248,0.425
0.754,0.264,0.0973
0.837,0.271,0.179
0.772,0.0695,0.0676
0.611,0.304,0.14
0.664,0.141,0.038
0.634,0.544,0.629
0.909,0.348,0.439
0.689,0.327,0.219
0.724,0.26,0.167
0.744,0.38,0.362
0.842,0.064,0.172
0.719,0.585,0.0492
0.841,0.0578,0.149
0.627,0.324,0.125
0.897,0.291,0.43
0.624,0.311,0.0597
0.623,0.058,0.168
0.436,0.458,0.0529
0.691,0.0519,0.802
0.785,0.0956,0.0064
0.732,0.342,0.000246
0.753,0.0384,0.151
0.845,0.142,0.318
0.684,0.124,0.517
0.844,0.0882,0.0318
0.62,0.269,0.521
0.777,0.0704,0.293
0.795,0.244,0.161
0.862,0.0538,0.326
0.756,0.168,0.0655
0.832,0.397,0.36
0.833,0.0426,0.384
0.618,0.272,0.181
0.547,0.25,0.46
0.677,0.378,0.162
0.871,0.376,0.232
0.784,0.0742,0.683
0.657,0.0433,0.482
0.77,0.669,0.431
0.674,0.146,0.187
0.833,0.0877,0.408
0.4,0.177,0.33
0.817,0.382,0.553
0.949,0.15,0.0863
0.906,0.18,0.00864
0.765,0.0611,0.184
0.667,0.0345,0.38
0.767,0.058,0.103
0.736,0.463,0.0848
0.917,0.299,0.0276
0.523,0.078,0.588
0.847,0.368,0.0748
0.487,0.0384,0.952
0.579,0.404,0.464
0.867,0.0572,0.0547
0.803,0.0667,0.309
0.854,0.281,0.0355
0.822,0.192,0.141
0.873,0.311,0.312
0.615,0.325,0.408
0.715,0.195,0.303
0.656,0.115,0.569
0.773,0.0886,0.598
0.547,0.0455,0.667
0.686,0.0548,0.642
0.651,0.0552,0.362
0.648,0.412,0.73
0.734,0.32,0.0606
0.535,0.0655,0.0298
0.618,0.0807,0.0183
0.57,0.209,0.471
0.83,0.0552,0.246
0.852,0.254,0.331
0.342,0.0392,0.405
0.726,0.131,0.536
0.773,0.0407,0.186
0.728,0.214,0.271
0.715,0.161,0.221
0.751,0.0464,0.308
0.845,0.377,0.513
0.824,0.218,0.00232
0.577,0.189,0.31
0.803,0.276,0.232
0.653,0.0992,0.778
0.696,0.111,0.294
0.683,0.746,0.303
0.633,0.116,0.747
0.888,0.44,0.104
0.669,0.0724,0.307
0.794,0.106,0.612
0.779,0.406,0.508
0.736,0.0449,0.255
0.654,0.125,0.721
0.529,0.144,0.181
0.893,0.154,0.387
0.62,0.489,0.465
0.794,0.146,0.211
0.631,0.0364,0.127
0.584,0.286,0.345
0.873,0.263,0.00395
0.464,0.0577,0.0656
0.768,0.107,0.165
0.519,0.174,0.381
0.834,0.106,0.319
0.816,0.28,0.162
0.828,0.179,0.182
0.79,0.136,0.0515
0.551,0.0344,0.0155
0.855,0.264,0.529
0.513,0.132,0.106
0.375,0.255,0.071
0.798,0.136,0.33
0.561,0.138,0.373
0.866,0.229,0.184
0.836,0.289,0.0747
0.749,0.235,0.107
0.374,0.109,0.219
0.769,0.192,0.263
0.839,0.266,0.0138
0.751,0.349,0.367
0.829,0.0831,0.056
0.792,0.33,0.0619
0.894,0.13,0.453
0.792,0.283,0.105
0.812,0.254,0.00308
0.801,0.225,0.00239
0.675,0.402,0.161
0.729,0.18,0.0777
0.856,0.076,0.133
0.78,0.273,0.43
0.69,0.221,1.7e-05
0.866,0.272,0.0327
0.826,0.311,0.199
0.739,0.203,0.227
0.854,0.244,0.0581
0.694,0.331,0.1
0.74,0.457,0.0159
0.832,0.37,0.0998
0.674,0.278,0.0387
0.933,0.122,0.0275
0.88,0.302,0.0564
0.758,0.174,0.0237
0.845,0.188,0.00766
0.679,0.386,0.0149
0.787,0.301,0.0347
0.805,0.185,0.138
0.765,0.139,0.0279
0.747,0.0357,0.0977
0.6,0.361,0.209
0.924,0.0774,0.0827
0.874,0.298,0.0578
0.665,0.223,0.0394
0.9,0.312,0.203
0.773,0.103,0.371
0.939,0.211,0.0915
0.813,0.268,0.125
0.88,0.14,0.168
0.918,0.269,0.0296
0.833,0.0538,0.111
0.598,0.425,0.144
0.759,0.266,0.0903
0.696,0.335,0.158
0.934,0.189,0.0516
0.804,0.134,0.0312
0.683,0.0462,0.00228
0.875,0.269,0.0227
0.831,0.238,0.256
0.862,0.101,0.102
0.735,0.285,0.0174
0.633,0.323,0.32
0.634,0.352,0.00602
0.672,0.0956,0.0379
0.817,0.135,0.098
0.881,0.237,0.0502
0.875,0.359,0.275
0.669,0.147,0.00137
0.66,0.364,0.0527
0.752,0.277,0.0177
0.848,0.0721,0.0326
0.622,0.462,0.141
0.808,0.252,0.0208
0.752,0.357,0.114
0.704,0.39,0.00704
0.773,0.432,0.0352
0.739,0.358,0.000918
0.725,0.224,0.149
0.906,0.303,0.00864
0.813,0.266,0.0343
0.769,0.0724,0.000722
0.801,0.209,0.365
0.753,0.425,0.0515
0.884,0.228,0.0476
0.821,0.24,0.192
0.908,0.107,0.242
0.576,0.317,0.353
0.653,0.354,0.0153
0.672,0.312,0.173
0.7,0.342,0.0444
0.704,0.144,0.121
0.832,0.209,0.202
0.711,0.212,0.0175
0.771,0.366,0.0293
0.708,0.318,0.02
0.462,0.315,0.312
0.835,0.266,0.38
0.885,0.168,0.341
0.65,0.374,0.0252
0.849,0.271,0.117
0.736,0.24,0.0579
0.611,0.03,0.00257
0.355,0.0338,0.881
0.678,0.0476,0.409
0.596,0.0471,0.226
0.478,0.0414,0.141
0.775,0.0353,0.353
0.509,0.0446,0.0304
0.499,0.0348,0.173
0.733,0.078,0.234
0.508,0.0335,0.83
0.634,0.047,0.0908
0.596,0.0359,0.049
0.697,0.0441,0.157
0.798,0.0722,0.219
0.554,0.0695,0.0326
0.504,0.0976,0.333
0.675,0.034,0.0893
0.574,0.0399,0.0802
0.68,0.151,0.0329
0.587,0.0373,0.000583
